age,job,marital,education,housing,loan,contact,campaign,previous,poutcome,y
26,services,single,high.school,no,no,cellular,1,3,success,no
34,blue-collar,married,basic.9y,yes,yes,telephone,3,0,nonexistent,no
43,blue-collar,married,basic.4y,yes,no,telephone,2,0,nonexistent,no
32,technician,married,university.degree,yes,no,cellular,6,0,nonexistent,no
26,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
45,admin.,married,university.degree,yes,yes,cellular,1,0,nonexistent,yes
31,blue-collar,married,basic.6y,yes,no,telephone,2,0,nonexistent,no
43,services,divorced,professional.course,no,no,telephone,4,0,nonexistent,no
38,admin.,married,university.degree,yes,no,cellular,1,1,failure,no
24,services,single,high.school,yes,no,cellular,2,0,nonexistent,no
36,blue-collar,single,high.school,yes,yes,telephone,4,0,nonexistent,no
59,housemaid,divorced,basic.6y,yes,no,cellular,1,0,nonexistent,no
40,management,married,university.degree,no,no,telephone,1,0,nonexistent,no
33,unemployed,married,high.school,yes,yes,cellular,2,0,nonexistent,yes
40,admin.,married,basic.9y,yes,yes,cellular,2,0,nonexistent,no
32,admin.,married,high.school,no,no,cellular,14,0,nonexistent,no
26,blue-collar,single,basic.9y,yes,yes,cellular,9,1,failure,no
37,technician,single,university.degree,yes,no,cellular,3,0,nonexistent,no
41,technician,divorced,university.degree,no,no,cellular,1,0,nonexistent,no
27,self-employed,single,university.degree,yes,no,telephone,2,0,nonexistent,no
45,admin.,married,high.school,no,no,telephone,5,0,nonexistent,no
54,management,married,university.degree,no,no,cellular,1,0,nonexistent,no
51,admin.,divorced,high.school,no,yes,cellular,1,0,nonexistent,no
25,technician,single,professional.course,yes,no,cellular,4,0,nonexistent,no
40,management,married,university.degree,yes,no,cellular,1,1,success,yes
31,technician,single,university.degree,yes,no,cellular,2,0,nonexistent,yes
28,admin.,single,university.degree,yes,yes,telephone,3,0,nonexistent,no
53,services,married,high.school,no,no,telephone,1,0,nonexistent,no
37,blue-collar,married,high.school,no,no,telephone,2,0,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,telephone,5,0,nonexistent,no
63,retired,married,basic.4y,no,no,cellular,1,0,nonexistent,no
35,self-employed,married,high.school,no,no,cellular,3,0,nonexistent,no
39,management,married,university.degree,unknown,unknown,cellular,1,0,nonexistent,no
30,admin.,married,high.school,no,no,cellular,2,1,failure,no
34,management,married,university.degree,unknown,unknown,cellular,4,0,nonexistent,no
39,management,married,university.degree,no,no,cellular,6,0,nonexistent,yes
27,unemployed,married,high.school,no,no,telephone,2,0,nonexistent,no
35,management,divorced,university.degree,yes,yes,cellular,2,2,success,no
35,blue-collar,married,basic.9y,yes,no,cellular,3,0,nonexistent,no
38,blue-collar,divorced,basic.9y,no,yes,cellular,2,0,nonexistent,no
33,admin.,married,high.school,no,no,cellular,4,1,failure,no
31,services,single,professional.course,yes,no,telephone,1,0,nonexistent,yes
37,admin.,married,basic.6y,no,no,telephone,14,0,nonexistent,no
34,admin.,married,university.degree,no,no,cellular,1,1,failure,no
35,self-employed,single,university.degree,no,no,cellular,1,0,nonexistent,no
46,unemployed,married,basic.6y,yes,no,cellular,4,0,nonexistent,no
46,blue-collar,single,basic.9y,no,no,cellular,1,0,nonexistent,no
58,blue-collar,married,basic.4y,no,no,telephone,1,0,nonexistent,no
35,admin.,single,high.school,no,no,cellular,2,1,failure,no
34,blue-collar,single,high.school,no,yes,telephone,3,0,nonexistent,no
49,unemployed,divorced,university.degree,yes,yes,cellular,5,0,nonexistent,no
51,services,married,high.school,no,no,telephone,1,0,nonexistent,no
58,retired,married,high.school,no,no,telephone,1,0,nonexistent,no
30,admin.,married,high.school,no,yes,cellular,1,0,nonexistent,yes
52,admin.,divorced,basic.9y,yes,yes,cellular,5,1,failure,no
34,admin.,married,university.degree,yes,no,telephone,2,0,nonexistent,no
56,blue-collar,divorced,basic.9y,yes,no,cellular,3,0,nonexistent,yes
43,admin.,divorced,high.school,yes,no,telephone,3,0,nonexistent,no
31,technician,married,professional.course,no,no,cellular,1,0,nonexistent,no
52,admin.,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
39,blue-collar,married,basic.9y,yes,no,cellular,1,0,nonexistent,no
50,management,married,basic.9y,yes,yes,cellular,9,0,nonexistent,no
50,entrepreneur,married,basic.9y,yes,no,cellular,1,1,failure,no
45,technician,married,basic.9y,no,no,cellular,22,0,nonexistent,no
45,blue-collar,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
33,management,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
56,retired,married,basic.4y,yes,yes,telephone,1,0,nonexistent,no
35,technician,married,university.degree,yes,no,telephone,2,0,nonexistent,no
26,blue-collar,single,basic.6y,no,no,cellular,5,0,nonexistent,no
22,services,single,high.school,yes,no,telephone,1,0,nonexistent,no
33,services,single,high.school,no,no,telephone,2,0,nonexistent,yes
27,blue-collar,single,basic.9y,yes,no,cellular,1,0,nonexistent,no
28,admin.,single,high.school,yes,no,telephone,4,0,nonexistent,no
39,admin.,married,university.degree,no,no,cellular,2,0,nonexistent,no
56,admin.,married,unknown,no,no,cellular,1,0,nonexistent,no
36,admin.,single,university.degree,yes,yes,cellular,1,0,nonexistent,no
44,admin.,divorced,unknown,no,no,telephone,2,0,nonexistent,no
41,blue-collar,married,basic.9y,yes,no,cellular,1,2,failure,no
29,admin.,single,high.school,yes,no,cellular,3,0,nonexistent,no
30,technician,married,professional.course,no,no,telephone,3,0,nonexistent,no
44,management,married,professional.course,yes,no,cellular,1,0,nonexistent,no
28,student,single,high.school,unknown,unknown,cellular,2,0,nonexistent,no
30,blue-collar,married,basic.4y,yes,no,cellular,1,0,nonexistent,yes
26,management,single,university.degree,no,no,cellular,2,1,failure,no
38,admin.,single,university.degree,yes,no,telephone,1,0,nonexistent,no
49,blue-collar,married,basic.4y,yes,no,telephone,1,0,nonexistent,no
43,unemployed,married,high.school,yes,no,telephone,1,0,nonexistent,no
34,services,married,high.school,no,no,telephone,1,0,nonexistent,no
73,retired,divorced,high.school,no,yes,cellular,3,2,success,yes
33,admin.,married,university.degree,yes,yes,cellular,1,0,nonexistent,no
30,technician,married,high.school,yes,no,cellular,1,0,nonexistent,no
38,admin.,married,basic.9y,no,no,telephone,2,0,nonexistent,no
34,self-employed,married,university.degree,yes,no,cellular,1,1,failure,no
24,unemployed,single,high.school,yes,no,cellular,1,2,failure,yes
48,blue-collar,married,basic.4y,yes,no,telephone,9,0,nonexistent,no
36,services,married,high.school,yes,no,cellular,2,1,failure,no
56,services,married,high.school,yes,no,cellular,5,0,nonexistent,no
32,technician,single,university.degree,no,no,cellular,1,0,nonexistent,no
35,blue-collar,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
59,services,married,professional.course,yes,no,cellular,3,4,success,no
25,blue-collar,single,basic.9y,no,no,cellular,1,0,nonexistent,no
75,retired,divorced,basic.4y,no,no,cellular,4,0,nonexistent,yes
57,blue-collar,divorced,basic.9y,yes,no,telephone,6,0,nonexistent,no
49,blue-collar,married,basic.6y,no,no,cellular,1,0,nonexistent,no
29,services,single,high.school,no,no,telephone,3,0,nonexistent,no
25,services,single,high.school,no,no,telephone,1,0,nonexistent,no
36,admin.,married,university.degree,no,yes,telephone,2,0,nonexistent,no
45,admin.,married,university.degree,no,no,cellular,1,0,nonexistent,yes
49,technician,married,basic.9y,yes,no,telephone,6,0,nonexistent,no
26,services,married,high.school,no,yes,cellular,3,0,nonexistent,no
29,services,married,high.school,yes,no,cellular,1,0,nonexistent,no
34,management,married,university.degree,yes,no,cellular,6,0,nonexistent,no
23,student,single,basic.9y,yes,no,cellular,2,0,nonexistent,yes
38,admin.,single,university.degree,yes,yes,cellular,1,0,nonexistent,no
30,services,single,high.school,no,no,telephone,2,0,nonexistent,no
52,entrepreneur,married,university.degree,no,yes,telephone,3,0,nonexistent,no
27,services,married,professional.course,no,no,telephone,2,0,nonexistent,no
57,technician,married,university.degree,yes,no,cellular,1,0,nonexistent,yes
59,retired,unknown,university.degree,no,no,telephone,1,0,nonexistent,no
41,admin.,married,university.degree,yes,yes,telephone,2,0,nonexistent,no
29,services,single,professional.course,yes,no,cellular,2,0,nonexistent,no
46,blue-collar,married,professional.course,no,no,cellular,1,0,nonexistent,no
43,technician,married,basic.4y,yes,no,telephone,7,1,failure,no
29,admin.,single,university.degree,no,no,cellular,2,0,nonexistent,no
54,technician,married,high.school,no,no,telephone,5,0,nonexistent,no
35,technician,married,university.degree,yes,no,telephone,3,0,nonexistent,no
33,admin.,single,high.school,yes,no,cellular,1,0,nonexistent,yes
33,admin.,married,university.degree,no,yes,cellular,1,0,nonexistent,no
46,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
46,housemaid,married,basic.4y,no,no,cellular,1,0,nonexistent,no
44,technician,divorced,professional.course,yes,no,cellular,3,0,nonexistent,yes
38,technician,single,professional.course,yes,no,cellular,1,1,failure,no
27,unemployed,married,basic.9y,no,no,telephone,1,0,nonexistent,no
24,blue-collar,married,professional.course,no,no,cellular,4,0,nonexistent,no
42,technician,married,professional.course,yes,no,cellular,1,1,success,no
55,unemployed,married,professional.course,yes,yes,telephone,1,0,nonexistent,no
49,technician,divorced,unknown,yes,no,cellular,1,1,success,no
32,blue-collar,married,professional.course,yes,no,cellular,2,0,nonexistent,yes
26,blue-collar,single,professional.course,yes,no,cellular,2,0,nonexistent,no
30,entrepreneur,single,university.degree,no,no,cellular,2,0,nonexistent,no
42,services,married,high.school,no,no,telephone,2,0,nonexistent,no
39,services,divorced,basic.6y,no,no,cellular,2,1,failure,no
28,self-employed,single,university.degree,no,no,telephone,5,0,nonexistent,no
46,admin.,married,high.school,no,no,cellular,1,0,nonexistent,no
34,admin.,single,high.school,no,no,cellular,2,0,nonexistent,yes
38,services,married,high.school,no,no,cellular,2,0,nonexistent,no
35,services,married,basic.6y,no,no,cellular,1,1,success,yes
38,technician,married,professional.course,yes,no,cellular,3,0,nonexistent,no
50,technician,married,professional.course,no,no,telephone,1,0,nonexistent,no
27,blue-collar,single,basic.9y,no,no,telephone,1,0,nonexistent,no
32,admin.,single,professional.course,no,yes,telephone,1,0,nonexistent,no
31,technician,single,university.degree,yes,no,cellular,6,0,nonexistent,no
51,admin.,married,university.degree,yes,no,cellular,1,0,nonexistent,no
29,unemployed,single,basic.4y,yes,no,cellular,1,1,success,no
29,services,married,basic.9y,no,no,telephone,1,0,nonexistent,no
37,blue-collar,married,professional.course,yes,no,telephone,6,0,nonexistent,no
23,blue-collar,single,basic.9y,yes,no,cellular,2,0,nonexistent,no
47,admin.,married,university.degree,no,yes,telephone,1,0,nonexistent,no
54,blue-collar,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
44,admin.,single,university.degree,yes,yes,cellular,4,0,nonexistent,no
41,management,married,university.degree,yes,no,cellular,1,0,nonexistent,no
44,blue-collar,married,basic.4y,no,no,cellular,1,0,nonexistent,no
50,housemaid,married,basic.4y,no,no,cellular,1,0,nonexistent,no
26,blue-collar,married,high.school,no,no,cellular,3,0,nonexistent,no
54,admin.,divorced,high.school,no,no,cellular,6,0,nonexistent,no
36,self-employed,single,university.degree,no,no,cellular,1,0,nonexistent,yes
36,technician,married,high.school,no,no,cellular,3,0,nonexistent,no
35,management,married,university.degree,no,yes,telephone,3,0,nonexistent,no
24,technician,single,high.school,yes,no,cellular,2,0,nonexistent,no
35,admin.,married,university.degree,yes,no,telephone,4,0,nonexistent,no
27,admin.,single,university.degree,yes,yes,cellular,1,0,nonexistent,no
47,technician,married,professional.course,yes,no,cellular,1,0,nonexistent,no
40,management,married,university.degree,no,no,cellular,3,0,nonexistent,no
43,technician,single,professional.course,no,no,telephone,2,0,nonexistent,no
53,blue-collar,divorced,basic.4y,no,no,telephone,1,0,nonexistent,no
34,student,single,university.degree,no,no,cellular,1,0,nonexistent,no
30,admin.,married,university.degree,no,no,cellular,3,1,failure,no
59,admin.,married,high.school,yes,no,cellular,2,0,nonexistent,no
35,admin.,married,high.school,no,no,telephone,21,0,nonexistent,no
33,services,single,high.school,yes,no,cellular,3,0,nonexistent,no
35,blue-collar,married,basic.9y,yes,no,cellular,3,0,nonexistent,no
33,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
35,admin.,single,high.school,yes,no,cellular,2,2,failure,no
26,technician,single,professional.course,no,no,telephone,1,0,nonexistent,no
47,admin.,married,university.degree,yes,no,cellular,1,1,failure,no
28,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
52,management,married,basic.4y,no,no,telephone,35,0,nonexistent,no
35,management,married,university.degree,no,yes,cellular,2,0,nonexistent,no
25,admin.,single,high.school,yes,no,telephone,2,0,nonexistent,no
46,blue-collar,married,basic.9y,no,no,cellular,1,0,nonexistent,no
50,admin.,married,professional.course,yes,no,cellular,1,0,nonexistent,no
41,admin.,married,university.degree,yes,no,telephone,1,0,nonexistent,no
34,admin.,single,high.school,yes,no,telephone,1,0,nonexistent,no
35,entrepreneur,divorced,university.degree,no,no,telephone,1,0,nonexistent,no
54,housemaid,married,high.school,no,no,cellular,1,0,nonexistent,yes
27,blue-collar,married,basic.4y,no,no,telephone,3,0,nonexistent,no
45,admin.,single,university.degree,no,no,cellular,2,0,nonexistent,no
42,services,divorced,high.school,yes,no,cellular,3,0,nonexistent,no
32,blue-collar,married,basic.9y,no,yes,telephone,3,0,nonexistent,no
33,blue-collar,married,basic.9y,yes,no,cellular,2,0,nonexistent,no
37,admin.,married,university.degree,yes,no,telephone,3,0,nonexistent,no
45,blue-collar,married,unknown,no,no,telephone,1,0,nonexistent,no
51,admin.,married,university.degree,unknown,unknown,cellular,1,0,nonexistent,no
48,blue-collar,married,basic.6y,yes,yes,cellular,1,0,nonexistent,no
47,entrepreneur,married,university.degree,yes,no,telephone,3,0,nonexistent,no
56,entrepreneur,married,university.degree,no,yes,telephone,2,0,nonexistent,yes
34,blue-collar,married,basic.9y,no,no,telephone,8,0,nonexistent,no
30,management,single,university.degree,yes,no,telephone,1,0,nonexistent,no
33,services,divorced,university.degree,yes,no,cellular,1,0,nonexistent,no
27,blue-collar,married,basic.4y,yes,no,cellular,1,0,nonexistent,no
35,services,married,professional.course,no,no,telephone,1,0,nonexistent,no
28,technician,single,high.school,no,no,cellular,7,0,nonexistent,no
49,technician,married,professional.course,yes,no,telephone,2,0,nonexistent,no
32,admin.,married,university.degree,yes,no,cellular,4,0,nonexistent,no
38,admin.,single,university.degree,no,yes,telephone,9,0,nonexistent,no
42,management,divorced,unknown,yes,no,telephone,1,0,nonexistent,no
59,admin.,divorced,basic.4y,yes,yes,cellular,6,0,nonexistent,yes
30,admin.,single,university.degree,no,no,telephone,4,0,nonexistent,no
57,admin.,married,high.school,yes,no,cellular,1,0,nonexistent,no
28,admin.,single,university.degree,no,no,cellular,1,0,nonexistent,no
49,admin.,married,university.degree,no,no,telephone,6,0,nonexistent,no
41,technician,married,professional.course,no,no,cellular,2,0,nonexistent,no
26,admin.,single,university.degree,yes,no,telephone,1,1,success,yes
55,admin.,single,university.degree,yes,no,cellular,2,0,nonexistent,no
26,admin.,single,high.school,unknown,unknown,telephone,3,0,nonexistent,no
34,technician,married,university.degree,no,no,cellular,1,0,nonexistent,no
38,blue-collar,married,unknown,no,no,cellular,1,0,nonexistent,no
51,blue-collar,married,basic.4y,yes,yes,cellular,2,1,failure,no
30,admin.,single,university.degree,yes,yes,cellular,4,0,nonexistent,no
47,blue-collar,married,basic.4y,yes,no,telephone,5,0,nonexistent,no
47,blue-collar,married,basic.4y,yes,no,telephone,1,0,nonexistent,no
43,management,divorced,university.degree,no,no,telephone,1,0,nonexistent,no
